Date	                CLOSE
2022-01-10 16:34:00	76.05
2022-01-10 16:35:00	76.11
2022-01-10 16:36:00	76.07
2022-01-10 16:37:00	76.01
2022-01-10 16:38:00	75.99
2022-01-10 16:39:00	75.94
2022-01-10 16:40:00	75.94
2022-01-10 16:41:00	75.84
2022-01-10 16:42:00	75.86
2022-01-10 16:43:00	75.91
2022-01-10 16:44:00	
2022-01-10 16:45:00	75.92
2022-01-10 16:46:00	75.97
2022-01-10 16:47:00	75.91
2022-01-10 16:48:00	75.93
2022-01-10 16:49:00	75.93
2022-01-10 16:50:00	75.88
2022-01-10 16:51:00	75.92
2022-01-10 16:52:00	75.89
2022-01-10 16:53:00	75.9
2022-01-10 16:54:00	75.91
2022-01-10 16:55:00	75.95
2022-01-10 16:56:00	75.89
2022-01-10 16:57:00	75.88
2022-01-10 16:59:00	75.96
2022-01-10 17:00:00	75.95
2022-01-10 17:01:00	75.94
2022-01-10 17:02:00	76.0
2022-01-10 17:03:00	75.95
2022-01-10 17:04:00	75.87
2022-01-10 17:05:00	75.9
2022-01-10 17:06:00	
2022-01-10 17:07:00	75.94
2022-01-10 17:08:00	75.92
2022-01-10 17:09:00	75.91
2022-01-10 17:10:00	75.9
2022-01-10 17:11:00	75.91
2022-01-10 17:12:00	75.94
2022-01-10 17:13:00	76.01
2022-01-10 17:14:00	
2022-01-10 17:15:00	75.98
2022-01-10 17:16:00	75.98
2022-01-10 17:17:00	76.01
2022-01-10 17:18:00	76.01
2022-01-10 17:19:00	76.01
2022-01-10 17:20:00	75.96
2022-01-10 17:21:00	75.99
2022-01-10 17:22:00	76.0
2022-01-10 17:23:00	76.01
2022-01-10 17:24:00	76.04
2022-01-10 17:25:00	76.09
2022-01-10 17:26:00	76.12
2022-01-10 17:27:00	76.03
2022-01-10 17:28:00	76.03
2022-01-10 17:29:00	75.94
2022-01-10 17:30:00	75.94
2022-01-10 17:31:00	75.91
2022-01-10 17:32:00	75.9
2022-01-10 17:33:00	75.69
2022-01-10 17:34:00	75.71
2022-01-10 17:35:00	75.72
2022-01-10 17:36:00	75.7
2022-01-10 17:37:00	75.64
2022-01-10 17:38:00	75.63
2022-01-10 17:39:00	75.7
2022-01-10 17:40:00	75.65
2022-01-10 17:41:00	75.64
2022-01-10 17:42:00	75.64
2022-01-10 17:43:00	75.71
2022-01-10 17:44:00	75.71
2022-01-10 17:45:00	75.71
2022-01-10 17:46:00	75.79
2022-01-10 17:47:00	75.82
2022-01-10 17:48:00	75.84
2022-01-10 17:49:00	75.81
2022-01-10 17:50:00	75.79
2022-01-10 17:51:00	
2022-01-10 17:52:00	75.83
2022-01-10 17:53:00	75.91
2022-01-10 17:54:00	75.96
2022-01-10 17:55:00	75.92
2022-01-10 17:56:00	75.88
2022-01-10 17:57:00	75.85
2022-01-10 17:58:00	75.9
2022-01-10 17:59:00	75.9
2022-01-10 18:00:00	75.89
2022-01-10 18:01:00	75.78
2022-01-10 18:02:00	75.76
2022-01-10 18:03:00	75.8
2022-01-10 18:04:00	75.78
2022-01-10 18:05:00	
2022-01-10 18:06:00	75.81
2022-01-10 18:07:00	75.77
2022-01-10 18:08:00	75.78
2022-01-10 18:09:00	
2022-01-10 18:10:00	75.83
2022-01-10 18:11:00	75.79
2022-01-10 18:12:00	75.75
2022-01-10 18:13:00	75.75
2022-01-10 18:14:00	75.73
2022-01-10 18:15:00	75.74
2022-01-10 18:16:00	75.73
2022-01-10 18:17:00	75.75
2022-01-10 18:18:00	75.78
2022-01-10 18:19:00	75.79
2022-01-10 18:20:00	75.78
2022-01-10 18:21:00	75.8
2022-01-10 18:22:00	75.83
2022-01-10 18:23:00	75.76
2022-01-10 18:24:00	75.82
2022-01-10 18:25:00	75.86
2022-01-10 18:26:00	75.85
2022-01-10 18:27:00	75.85
2022-01-10 18:28:00	75.82
2022-01-10 18:29:00	75.82
2022-01-10 18:30:00	75.79
2022-01-10 18:31:00	
2022-01-10 18:32:00	75.84
2022-01-10 18:33:00	75.83
2022-01-10 18:34:00	75.83
2022-01-10 18:35:00	
2022-01-10 18:36:00	75.8
2022-01-10 18:37:00	75.84
2022-01-10 18:38:00	75.81
2022-01-10 18:39:00	75.75
2022-01-10 18:40:00	75.79
2022-01-10 18:41:00	75.78
2022-01-10 18:42:00	75.78
2022-01-10 18:43:00	75.77
2022-01-10 18:44:00	75.79
2022-01-10 18:45:00	75.8
2022-01-10 18:46:00	75.84
2022-01-10 18:47:00	75.86
2022-01-10 18:48:00	75.85
2022-01-10 18:49:00	75.9
2022-01-10 18:50:00	75.91
2022-01-10 18:51:00	75.99
2022-01-10 18:52:00	75.98
2022-01-10 18:53:00	75.98
2022-01-10 18:54:00	75.96
2022-01-10 18:55:00	75.97
2022-01-10 18:56:00	76.0
2022-01-10 18:57:00	75.98
2022-01-10 18:58:00	75.97
2022-01-10 18:59:00	75.97
2022-01-10 19:00:00	76.0
2022-01-10 19:01:00	76.04
2022-01-10 19:02:00	76.05
2022-01-10 19:03:00	76.07
2022-01-10 19:04:00	76.05
2022-01-10 19:05:00	76.07
2022-01-10 19:06:00	76.07
2022-01-10 19:07:00	76.12
2022-01-10 19:08:00	76.09
2022-01-10 19:09:00	76.09
2022-01-10 19:10:00	76.08
2022-01-10 19:11:00	76.05
2022-01-10 19:12:00	76.04
2022-01-10 19:13:00	76.02
2022-01-10 19:14:00	76.04
2022-01-10 19:15:00	75.99
2022-01-10 19:16:00	76.0
2022-01-10 19:17:00	75.98
2022-01-10 19:18:00	75.91
2022-01-10 19:19:00	75.9
2022-01-10 19:20:00	75.91
2022-01-10 19:21:00	75.88
2022-01-10 19:22:00	75.88
2022-01-10 19:23:00	75.87
2022-01-10 19:24:00	75.85
2022-01-10 19:25:00	75.93
2022-01-10 19:26:00	75.96
2022-01-10 19:27:00	75.9
2022-01-10 19:28:00	75.94
2022-01-10 19:29:00	75.66
2022-01-10 19:30:00	75.62
2022-01-10 19:31:00	75.7
2022-01-10 19:32:00	75.69
2022-01-10 19:33:00	75.62
2022-01-10 19:34:00	75.59
2022-01-10 19:35:00	75.56
2022-01-10 19:36:00	75.55
2022-01-10 19:37:00	75.57
2022-01-10 19:38:00	75.47
2022-01-10 19:39:00	75.5
2022-01-10 19:40:00	75.48
2022-01-10 19:41:00	75.49
2022-01-10 19:42:00	75.5
2022-01-10 19:43:00	75.43
2022-01-10 19:44:00	75.43
2022-01-10 19:45:00	75.44
2022-01-10 19:46:00	75.44
2022-01-10 19:47:00	75.5
2022-01-10 19:48:00	75.48
2022-01-10 19:49:00	75.51
2022-01-10 19:50:00	75.5
2022-01-10 19:51:00	
2022-01-10 19:53:00	75.51
2022-01-10 19:54:00	75.51
2022-01-10 19:56:00	
2022-01-10 19:57:00	
2022-01-10 19:58:00	
2022-01-10 19:59:00	75.58
2022-01-10 20:00:00	75.63
2022-01-10 20:01:00	75.64
2022-01-10 20:02:00	75.62
2022-01-10 20:03:00	75.58
2022-01-10 20:04:00	75.62
2022-01-10 20:05:00	
2022-01-10 20:06:00	75.59
2022-01-10 20:07:00	75.61
2022-01-10 20:08:00	75.6
2022-01-10 20:09:00	75.59
2022-01-10 20:10:00	75.62
2022-01-10 20:11:00	
2022-01-10 20:12:00	75.59
2022-01-10 20:13:00	
2022-01-10 20:14:00	
2022-01-10 20:15:00	75.6
2022-01-10 20:16:00	75.57
2022-01-10 20:17:00	75.57
2022-01-10 20:18:00	
2022-01-10 20:19:00	
2022-01-10 20:20:00	75.65
2022-01-10 20:21:00	75.64
2022-01-10 20:22:00	75.61
2022-01-10 20:24:00	75.61
2022-01-10 20:26:00	75.62
2022-01-10 20:27:00	
2022-01-10 20:28:00	
2022-01-10 20:29:00	
2022-01-10 20:30:00	
2022-01-10 20:31:00	75.59
2022-01-10 20:32:00	75.62
2022-01-10 20:33:00	75.65
2022-01-10 20:34:00	75.63
2022-01-10 20:35:00	75.63
2022-01-10 20:36:00	75.65
2022-01-10 20:37:00	75.66
2022-01-10 20:38:00	75.64
2022-01-10 20:39:00	75.67
2022-01-10 20:40:00	75.67
2022-01-10 20:41:00	75.66
2022-01-10 20:42:00	75.64
2022-01-10 20:43:00	75.61
2022-01-10 20:44:00	75.62
2022-01-10 20:45:00	75.66
2022-01-10 20:46:00	75.68
2022-01-10 20:47:00	75.65
2022-01-10 20:48:00	
2022-01-10 20:49:00	
2022-01-10 20:50:00	
2022-01-10 20:51:00	75.7
2022-01-10 20:52:00	75.68
2022-01-10 20:53:00	75.72
2022-01-10 20:54:00	75.69
2022-01-10 20:57:00	75.72
2022-01-10 20:58:00	75.78
2022-01-10 20:59:00	75.79
2022-01-10 21:00:00	75.79
2022-01-10 21:01:00	75.76
2022-01-10 21:02:00	
2022-01-10 21:03:00	75.78
2022-01-10 21:04:00	75.76
2022-01-10 21:06:00	75.76
2022-01-10 21:08:00	75.75
2022-01-10 21:09:00	75.73
2022-01-10 21:10:00	75.73
2022-01-10 21:11:00	75.73
2022-01-10 21:12:00	75.73
2022-01-10 21:13:00	75.73
2022-01-10 21:14:00	75.73
2022-01-10 21:16:00	75.75
2022-01-10 21:17:00	75.77
2022-01-10 21:18:00	
2022-01-10 21:20:00	75.76
2022-01-10 21:21:00	75.76
2022-01-10 21:23:00	
2022-01-10 21:24:00	
2022-01-10 21:26:00	75.74
2022-01-10 21:27:00	75.73
2022-01-10 21:28:00	75.75
2022-01-10 21:29:00	75.73
2022-01-10 21:30:00	75.74
2022-01-10 21:31:00	75.73
2022-01-10 21:32:00	75.7
2022-01-10 21:34:00	75.76
2022-01-10 21:35:00	75.74
2022-01-10 21:38:00	75.75
2022-01-10 21:39:00	75.75
2022-01-10 21:40:00	
2022-01-10 21:41:00	75.72
2022-01-10 21:43:00	
2022-01-10 21:44:00	
2022-01-10 21:46:00	75.7
2022-01-10 21:49:00	75.72
2022-01-10 21:50:00	
2022-01-10 21:51:00	
2022-01-10 21:52:00	
2022-01-10 21:53:00	
2022-01-10 21:55:00	75.75
2022-01-10 21:56:00	
2022-01-10 21:58:00	
2022-01-10 21:59:00	
2022-01-10 22:00:00	75.83
2022-01-10 22:46:00	75.88
2022-01-11 01:01:00	
2022-01-11 01:03:00	
2022-01-11 01:06:00	
2022-01-11 01:07:00	
2022-01-11 01:11:00	
2022-01-11 01:12:00	
2022-01-11 01:14:00	75.78
2022-01-11 01:17:00	75.83
2022-01-11 01:21:00	75.91
2022-01-11 01:22:00	
2022-01-11 01:23:00	
2022-01-11 01:24:00	
2022-01-11 01:25:00	
2022-01-11 01:26:00	
2022-01-11 01:27:00	
2022-01-11 01:30:00	76.0
2022-01-11 01:31:00	
2022-01-11 01:34:00	
2022-01-11 01:37:00	
2022-01-11 01:38:00	
2022-01-11 01:41:00	76.07
2022-01-11 01:42:00	76.07
2022-01-11 01:45:00	76.03
2022-01-11 01:46:00	
2022-01-11 01:49:00	75.95
2022-01-11 01:51:00	75.92
2022-01-11 01:57:00	75.92
2022-01-11 02:05:00	75.86
2022-01-11 02:11:00	75.98
2022-01-11 02:31:00	75.98
2022-01-11 02:34:00	76.05
2022-01-11 02:36:00	76.07
2022-01-11 02:37:00	76.06
2022-01-11 02:39:00	76.06
2022-01-11 02:41:00	
2022-01-11 02:42:00	
2022-01-11 02:43:00	76.05
2022-01-11 02:45:00	76.08
2022-01-11 02:46:00	76.1
2022-01-11 02:47:00	76.12
2022-01-11 02:48:00	76.08
2022-01-11 02:51:00	76.1
2022-01-11 02:56:00	76.12
2022-01-11 02:58:00	76.16
2022-01-11 02:59:00	76.16
2022-01-11 03:01:00	
2022-01-11 03:03:00	76.19
2022-01-11 03:04:00	
2022-01-11 03:05:00	76.24
2022-01-11 03:06:00	76.23
2022-01-11 03:07:00	76.24
2022-01-11 03:08:00	76.2
2022-01-11 03:10:00	76.23
2022-01-11 03:12:00	76.2
2022-01-11 03:18:00	76.25
2022-01-11 03:19:00	
2022-01-11 03:21:00	76.2
2022-01-11 03:22:00	76.23
2022-01-11 03:23:00	76.21
2022-01-11 03:25:00	76.21
2022-01-11 03:28:00	
2022-01-11 03:29:00	76.21
2022-01-11 03:30:00	76.14
2022-01-11 03:32:00	
2022-01-11 03:40:00	76.09
2022-01-11 04:08:00	76.04
2022-01-11 04:11:00	
2022-01-11 04:12:00	
2022-01-11 04:37:00	
2022-01-11 05:08:00	
2022-01-11 05:09:00	76.15
2022-01-11 05:10:00	76.12
2022-01-11 05:13:00	76.12
2022-01-11 05:15:00	76.14
2022-01-11 05:17:00	76.11
2022-01-11 05:25:00	76.1
2022-01-11 05:26:00	76.11
2022-01-11 05:27:00	76.1
2022-01-11 05:28:00	76.1
2022-01-11 05:31:00	76.09
2022-01-11 05:32:00	76.11
2022-01-11 05:43:00	76.05
2022-01-11 05:49:00	76.1
2022-01-11 05:51:00	76.11
2022-01-11 05:54:00	76.13
2022-01-11 05:55:00	
2022-01-11 05:56:00	
2022-01-11 06:02:00	76.13
2022-01-11 06:03:00	
2022-01-11 06:07:00	
2022-01-11 06:08:00	76.11
2022-01-11 06:12:00	
2022-01-11 06:15:00	
2022-01-11 06:16:00	76.14
2022-01-11 06:22:00	76.14
2022-01-11 06:23:00	76.18
2022-01-11 06:28:00	76.15
2022-01-11 06:29:00	
2022-01-11 06:32:00	
2022-01-11 06:34:00	76.2
2022-01-11 06:35:00	76.23
2022-01-11 06:36:00	76.23
2022-01-11 06:38:00	76.21
2022-01-11 06:39:00	76.21
2022-01-11 06:42:00	76.16
2022-01-11 06:43:00	76.17
2022-01-11 06:45:00	76.17
2022-01-11 06:46:00	76.17
2022-01-11 06:47:00	76.19
2022-01-11 06:48:00	
2022-01-11 06:49:00	76.16
2022-01-11 06:50:00	76.18
2022-01-11 06:51:00	76.19
2022-01-11 06:52:00	
2022-01-11 06:55:00	
2022-01-11 06:56:00	76.11
2022-01-11 06:57:00	76.1
2022-01-11 06:58:00	76.11
2022-01-11 06:59:00	76.14
2022-01-11 07:00:00	76.13
2022-01-11 07:01:00	76.14
2022-01-11 07:02:00	76.08
2022-01-11 07:03:00	76.04
2022-01-11 07:04:00	76.01
2022-01-11 07:05:00	76.01
2022-01-11 07:07:00	76.0
2022-01-11 07:08:00	
2022-01-11 07:10:00	76.06
2022-01-11 07:11:00	
2022-01-11 07:12:00	
2022-01-11 07:14:00	
2022-01-11 07:16:00	76.1
2022-01-11 07:17:00	
2022-01-11 07:18:00	
2022-01-11 07:19:00	76.15
2022-01-11 07:20:00	76.14
2022-01-11 07:23:00	
2022-01-11 07:24:00	76.16
2022-01-11 07:27:00	76.25
2022-01-11 07:28:00	76.26
2022-01-11 07:29:00	76.28
2022-01-11 07:30:00	76.25
2022-01-11 07:31:00	
2022-01-11 07:32:00	
2022-01-11 07:34:00	
2022-01-11 07:37:00	76.24
2022-01-11 07:40:00	76.23
2022-01-11 07:41:00	76.24
2022-01-11 07:42:00	76.24
2022-01-11 07:43:00	76.25
2022-01-11 07:46:00	76.25
2022-01-11 07:47:00	76.24
2022-01-11 07:48:00	76.24
2022-01-11 07:49:00	76.3
2022-01-11 07:50:00	76.28
2022-01-11 07:51:00	76.28
2022-01-11 07:55:00	76.32
2022-01-11 07:56:00	76.3
2022-01-11 07:58:00	76.27
2022-01-11 07:59:00	76.24
2022-01-11 08:00:00	76.25
2022-01-11 08:01:00	76.29
2022-01-11 08:02:00	76.34
2022-01-11 08:03:00	76.36
2022-01-11 08:05:00	76.3
2022-01-11 08:06:00	76.34
2022-01-11 08:07:00	76.33
2022-01-11 08:08:00	76.34
2022-01-11 08:09:00	76.28
2022-01-11 08:10:00	76.28
2022-01-11 08:11:00	76.27
2022-01-11 08:12:00	
2022-01-11 08:13:00	76.21
2022-01-11 08:15:00	76.2
2022-01-11 08:16:00	76.23
2022-01-11 08:17:00	76.24
2022-01-11 08:18:00	76.2
2022-01-11 08:19:00	76.28
2022-01-11 08:20:00	76.28
2022-01-11 08:21:00	76.35
2022-01-11 08:22:00	76.41
2022-01-11 08:23:00	76.4
2022-01-11 08:24:00	76.41
2022-01-11 08:25:00	76.41
2022-01-11 08:26:00	
2022-01-11 08:27:00	
2022-01-11 08:28:00	76.35
2022-01-11 08:29:00	76.36
2022-01-11 08:30:00	76.3
2022-01-11 08:31:00	76.33
2022-01-11 08:32:00	76.35
2022-01-11 08:33:00	
2022-01-11 08:34:00	76.43
2022-01-11 08:35:00	
2022-01-11 08:36:00	76.34
2022-01-11 08:37:00	76.34
2022-01-11 08:38:00	76.35
2022-01-11 08:40:00	76.32
2022-01-11 08:41:00	76.34
2022-01-11 08:42:00	76.36
2022-01-11 08:43:00	76.31
2022-01-11 08:44:00	
2022-01-11 08:45:00	76.35
2022-01-11 08:46:00	76.39
2022-01-11 08:47:00	76.37
2022-01-11 08:48:00	76.37
2022-01-11 08:49:00	76.37
2022-01-11 08:50:00	76.4
2022-01-11 08:51:00	76.43
2022-01-11 08:52:00	76.43
2022-01-11 08:53:00	
2022-01-11 08:54:00	
2022-01-11 08:55:00	76.41
2022-01-11 08:56:00	
2022-01-11 08:57:00	76.38
2022-01-11 08:58:00	76.45
2022-01-11 08:59:00	76.46
2022-01-11 09:00:00	76.45
2022-01-11 09:01:00	76.47
2022-01-11 09:02:00	76.47
2022-01-11 09:03:00	76.51
2022-01-11 09:04:00	76.52
2022-01-11 09:05:00	76.5
2022-01-11 09:06:00	76.5
2022-01-11 09:07:00	76.48
2022-01-11 09:08:00	76.45
2022-01-11 09:09:00	76.44
2022-01-11 09:10:00	
2022-01-11 09:13:00	76.45
2022-01-11 09:14:00	76.45
2022-01-11 09:15:00	76.52
2022-01-11 09:16:00	76.54
2022-01-11 09:17:00	76.6
2022-01-11 09:18:00	76.61
2022-01-11 09:19:00	76.63
2022-01-11 09:20:00	76.64
2022-01-11 09:21:00	76.68
2022-01-11 09:22:00	76.59
2022-01-11 09:23:00	76.66
2022-01-11 09:24:00	76.7
2022-01-11 09:25:00	76.69
2022-01-11 09:26:00	76.68
2022-01-11 09:27:00	76.69
2022-01-11 09:28:00	76.68
2022-01-11 09:29:00	
2022-01-11 09:30:00	76.65
2022-01-11 09:31:00	76.69
2022-01-11 09:32:00	76.66
2022-01-11 09:33:00	76.68
2022-01-11 09:34:00	76.69
2022-01-11 09:35:00	76.69
2022-01-11 09:36:00	76.68
2022-01-11 09:37:00	76.78
2022-01-11 09:38:00	76.71
2022-01-11 09:39:00	76.69
2022-01-11 09:40:00	76.72
2022-01-11 09:41:00	76.76
2022-01-11 09:42:00	76.73
2022-01-11 09:43:00	76.76
2022-01-11 09:44:00	76.73
2022-01-11 09:45:00	
2022-01-11 09:46:00	76.67
2022-01-11 09:47:00	76.69
2022-01-11 09:49:00	76.69
2022-01-11 09:50:00	76.68
2022-01-11 09:51:00	76.7
2022-01-11 09:52:00	76.69
2022-01-11 09:53:00	76.72
2022-01-11 09:54:00	76.7
2022-01-11 09:55:00	76.67
2022-01-11 09:56:00	
2022-01-11 09:57:00	76.69
2022-01-11 09:58:00	76.63
2022-01-11 09:59:00	76.58
2022-01-11 10:00:00	76.6
2022-01-11 10:01:00	
2022-01-11 10:02:00	76.59
2022-01-11 10:03:00	76.58
2022-01-11 10:04:00	
2022-01-11 10:05:00	76.65
2022-01-11 10:06:00	76.63
2022-01-11 10:07:00	
2022-01-11 10:08:00	76.61
2022-01-11 10:11:00	76.63
2022-01-11 10:12:00	76.63
2022-01-11 10:13:00	
2022-01-11 10:14:00	
2022-01-11 10:17:00	76.67
2022-01-11 10:18:00	76.71
2022-01-11 10:19:00	76.73
2022-01-11 10:20:00	76.73
2022-01-11 10:21:00	76.73
2022-01-11 10:22:00	76.72
2022-01-11 10:23:00	76.67
2022-01-11 10:24:00	76.67
2022-01-11 10:25:00	76.64
2022-01-11 10:26:00	
2022-01-11 10:27:00	
2022-01-11 10:28:00	76.67
2022-01-11 10:29:00	76.64
2022-01-11 10:31:00	76.64
2022-01-11 10:33:00	76.6
2022-01-11 10:34:00	76.58
2022-01-11 10:35:00	
2022-01-11 10:36:00	76.56
2022-01-11 10:37:00	
2022-01-11 10:38:00	76.58
2022-01-11 10:39:00	76.52
2022-01-11 10:40:00	76.5
2022-01-11 10:41:00	76.54
2022-01-11 10:42:00	
2022-01-11 10:43:00	
2022-01-11 10:45:00	
2022-01-11 10:46:00	76.59
2022-01-11 10:47:00	
2022-01-11 10:49:00	
2022-01-11 10:50:00	
2022-01-11 10:51:00	76.62
2022-01-11 10:52:00	76.62
2022-01-11 10:53:00	76.63
2022-01-11 10:54:00	76.66
2022-01-11 10:55:00	76.65
2022-01-11 10:56:00	76.63
2022-01-11 10:57:00	76.61
2022-01-11 10:58:00	76.57
2022-01-11 10:59:00	
2022-01-11 11:00:00	76.59
2022-01-11 11:01:00	76.61
2022-01-11 11:02:00	76.55
2022-01-11 11:03:00	76.57
2022-01-11 11:06:00	76.61
2022-01-11 11:07:00	76.59
2022-01-11 11:08:00	76.57
2022-01-11 11:09:00	
2022-01-11 11:10:00	
2022-01-11 11:11:00	76.56
2022-01-11 11:12:00	76.6
2022-01-11 11:13:00	
2022-01-11 11:14:00	76.59
2022-01-11 11:15:00	76.57
2022-01-11 11:16:00	
2022-01-11 11:17:00	
2022-01-11 11:18:00	76.65
2022-01-11 11:19:00	
2022-01-11 11:20:00	
2022-01-11 11:21:00	76.61
2022-01-11 11:22:00	
2022-01-11 11:24:00	76.62
2022-01-11 11:25:00	76.65
2022-01-11 11:26:00	
2022-01-11 11:27:00	76.69
2022-01-11 11:28:00	76.63
2022-01-11 11:29:00	76.65
2022-01-11 11:30:00	76.62
2022-01-11 11:31:00	
2022-01-11 11:32:00	
2022-01-11 11:33:00	76.58
2022-01-11 11:34:00	
2022-01-11 11:35:00	76.56
2022-01-11 11:36:00	76.56
2022-01-11 11:37:00	76.57
2022-01-11 11:38:00	76.6
2022-01-11 11:39:00	76.63
2022-01-11 11:42:00	76.63
2022-01-11 11:43:00	76.63
2022-01-11 11:46:00	
2022-01-11 11:48:00	
2022-01-11 11:49:00	76.66
2022-01-11 11:50:00	76.69
2022-01-11 11:51:00	76.73
2022-01-11 11:52:00	
2022-01-11 11:53:00	76.7
2022-01-11 11:54:00	76.68
2022-01-11 11:55:00	76.65
2022-01-11 11:56:00	76.67
2022-01-11 11:57:00	76.65
2022-01-11 11:58:00	76.67
2022-01-11 11:59:00	76.61
2022-01-11 12:00:00	76.66
2022-01-11 12:01:00	76.68
2022-01-11 12:02:00	76.65
2022-01-11 12:03:00	
2022-01-11 12:04:00	76.67
2022-01-11 12:06:00	76.71
2022-01-11 12:07:00	76.68
2022-01-11 12:09:00	76.66
2022-01-11 12:10:00	76.65
2022-01-11 12:11:00	76.64
2022-01-11 12:12:00	76.65
2022-01-11 12:13:00	76.64
2022-01-11 12:14:00	76.6
2022-01-11 12:15:00	76.59
2022-01-11 12:16:00	76.57
2022-01-11 12:17:00	76.55
2022-01-11 12:18:00	76.57
2022-01-11 12:19:00	76.57
2022-01-11 12:20:00	
2022-01-11 12:22:00	76.53
2022-01-11 12:23:00	76.55
2022-01-11 12:24:00	76.51
2022-01-11 12:25:00	76.56
2022-01-11 12:26:00	76.58
2022-01-11 12:27:00	76.61
2022-01-11 12:30:00	76.63
2022-01-11 12:31:00	76.66
2022-01-11 12:32:00	76.66
2022-01-11 12:33:00	76.67
2022-01-11 12:34:00	76.68
2022-01-11 12:35:00	76.68
2022-01-11 12:36:00	76.7
2022-01-11 12:37:00	76.67
2022-01-11 12:38:00	
2022-01-11 12:39:00	
2022-01-11 12:40:00	76.62
2022-01-11 12:42:00	76.64
2022-01-11 12:45:00	76.6
2022-01-11 12:46:00	76.61
2022-01-11 12:47:00	76.58
2022-01-11 12:48:00	76.59
2022-01-11 12:50:00	
2022-01-11 12:51:00	76.65
2022-01-11 12:52:00	76.64
2022-01-11 12:53:00	76.68
2022-01-11 12:54:00	76.64
2022-01-11 12:55:00	76.64
2022-01-11 12:56:00	76.67
2022-01-11 12:57:00	76.67
2022-01-11 12:58:00	
2022-01-11 12:59:00	76.67
2022-01-11 13:01:00	76.66
2022-01-11 13:02:00	76.61
2022-01-11 13:04:00	
2022-01-11 13:05:00	
2022-01-11 13:06:00	76.58
2022-01-11 13:07:00	76.58
2022-01-11 13:08:00	76.57
2022-01-11 13:09:00	76.54
2022-01-11 13:10:00	76.53
2022-01-11 13:11:00	76.54
2022-01-11 13:12:00	76.56
2022-01-11 13:13:00	
2022-01-11 13:14:00	76.54
2022-01-11 13:15:00	76.52
2022-01-11 13:16:00	76.49
2022-01-11 13:17:00	76.45
2022-01-11 13:18:00	76.45
2022-01-11 13:19:00	76.45
2022-01-11 13:20:00	76.47
2022-01-11 13:21:00	76.49
2022-01-11 13:22:00	
2022-01-11 13:23:00	76.52
2022-01-11 13:24:00	76.53
2022-01-11 13:26:00	
2022-01-11 13:27:00	76.46
2022-01-11 13:29:00	76.48
2022-01-11 13:30:00	76.48
2022-01-11 13:31:00	76.44
2022-01-11 13:32:00	76.49
2022-01-11 13:33:00	
2022-01-11 13:34:00	76.48
2022-01-11 13:35:00	76.53
2022-01-11 13:36:00	76.52
2022-01-11 13:37:00	76.5
2022-01-11 13:38:00	
2022-01-11 13:40:00	76.44
2022-01-11 13:41:00	76.45
2022-01-11 13:43:00	76.41
2022-01-11 13:44:00	76.44
2022-01-11 13:45:00	76.41
2022-01-11 13:46:00	76.46
2022-01-11 13:47:00	76.47
2022-01-11 13:48:00	76.44
2022-01-11 13:49:00	76.41
2022-01-11 13:50:00	76.44
2022-01-11 13:51:00	76.43
2022-01-11 13:53:00	76.39
2022-01-11 13:54:00	76.44
2022-01-11 13:55:00	76.45
2022-01-11 13:56:00	76.49
2022-01-11 13:57:00	
2022-01-11 13:58:00	76.47
2022-01-11 13:59:00	76.5
2022-01-11 14:00:00	76.52
2022-01-11 14:01:00	76.62
2022-01-11 14:02:00	76.86
2022-01-11 14:03:00	76.89
2022-01-11 14:04:00	76.86
2022-01-11 14:05:00	76.86
2022-01-11 14:06:00	77.01
2022-01-11 14:07:00	76.94
2022-01-11 14:08:00	76.9
2022-01-11 14:09:00	76.87
2022-01-11 14:10:00	76.94
2022-01-11 14:11:00	76.99
2022-01-11 14:12:00	77.01
2022-01-11 14:13:00	77.0
2022-01-11 14:14:00	76.97
2022-01-11 14:15:00	76.95
2022-01-11 14:16:00	76.96
2022-01-11 14:17:00	76.94
2022-01-11 14:18:00	76.9
2022-01-11 14:19:00	76.93
2022-01-11 14:20:00	76.82
2022-01-11 14:21:00	76.82
2022-01-11 14:22:00	76.78
2022-01-11 14:23:00	76.71
2022-01-11 14:24:00	76.69
2022-01-11 14:25:00	76.69
2022-01-11 14:26:00	76.72
2022-01-11 14:27:00	76.74
2022-01-11 14:28:00	76.71
2022-01-11 14:29:00	76.67
2022-01-11 14:30:00	76.7
2022-01-11 14:31:00	76.62
2022-01-11 14:32:00	76.62
2022-01-11 14:33:00	76.63
2022-01-11 14:34:00	76.52
2022-01-11 14:35:00	76.49
2022-01-11 14:36:00	76.4
2022-01-11 14:37:00	76.5
2022-01-11 14:38:00	76.38
2022-01-11 14:39:00	76.38
2022-01-11 14:40:00	76.34
2022-01-11 14:41:00	76.27
2022-01-11 14:42:00	76.23
2022-01-11 14:43:00	76.31
2022-01-11 14:44:00	76.22
2022-01-11 14:45:00	76.27
2022-01-11 14:46:00	76.3
2022-01-11 14:47:00	76.29
2022-01-11 14:48:00	76.29
2022-01-11 14:49:00	76.29
2022-01-11 14:50:00	76.28
2022-01-11 14:51:00	76.3
2022-01-11 14:52:00	76.39
2022-01-11 14:53:00	76.37
2022-01-11 14:54:00	76.38
2022-01-11 14:55:00	76.33
2022-01-11 14:56:00	76.29
2022-01-11 14:57:00	76.35
2022-01-11 14:58:00	76.34
2022-01-11 14:59:00	76.34
