Date	                CLOSE
2022-01-05 14:47:00	76.09
2022-01-05 14:48:00	76.06
2022-01-05 14:49:00	76.06
2022-01-05 14:50:00	76.06
2022-01-05 14:51:00	76.03
2022-01-05 14:52:00	76.06
2022-01-05 14:53:00	76.0
2022-01-05 14:54:00	76.08
2022-01-05 14:55:00	76.02
2022-01-05 14:56:00	76.05
2022-01-05 14:57:00	76.01
2022-01-05 14:58:00	76.0
2022-01-05 14:59:00	76.03
2022-01-05 15:00:00	76.07
2022-01-05 15:01:00	76.12
2022-01-05 15:02:00	76.06
2022-01-05 15:03:00	76.13
2022-01-05 15:04:00	76.03
2022-01-05 15:05:00	76.08
2022-01-05 15:06:00	76.1
2022-01-05 15:07:00	76.05
2022-01-05 15:08:00	76.03
2022-01-05 15:09:00	76.07
2022-01-05 15:10:00	76.14
2022-01-05 15:11:00	76.21
2022-01-05 15:12:00	76.2
2022-01-05 15:13:00	76.22
2022-01-05 15:14:00	76.18
2022-01-05 15:15:00	76.24
2022-01-05 15:16:00	76.22
2022-01-05 15:17:00	76.19
2022-01-05 15:18:00	76.17
2022-01-05 15:19:00	76.11
2022-01-05 15:20:00	76.14
2022-01-05 15:21:00	76.13
2022-01-05 15:22:00	76.2
2022-01-05 15:23:00	76.18
2022-01-05 15:24:00	76.18
2022-01-05 15:25:00	76.2
2022-01-05 15:26:00	76.18
2022-01-05 15:27:00	76.18
2022-01-05 15:28:00	76.21
2022-01-05 15:29:00	76.14
2022-01-05 15:30:00	76.13
2022-01-05 15:31:00	75.84
2022-01-05 15:32:00	75.99
2022-01-05 15:33:00	75.96
2022-01-05 15:34:00	75.85
2022-01-05 15:35:00	75.89
2022-01-05 15:36:00	75.92
2022-01-05 15:37:00	76.03
2022-01-05 15:38:00	75.96
2022-01-05 15:39:00	75.88
2022-01-05 15:40:00	75.8
2022-01-05 15:41:00	75.93
2022-01-05 15:42:00	75.89
2022-01-05 15:43:00	75.91
2022-01-05 15:44:00	75.92
2022-01-05 15:45:00	75.98
2022-01-05 15:46:00	76.05
2022-01-05 15:47:00	76.06
2022-01-05 15:48:00	
2022-01-05 15:49:00	76.19
2022-01-05 15:50:00	76.23
2022-01-05 15:51:00	76.22
2022-01-05 15:52:00	76.28
2022-01-05 15:53:00	76.21
2022-01-05 15:54:00	76.24
2022-01-05 15:55:00	76.24
2022-01-05 15:56:00	76.26
2022-01-05 15:57:00	76.28
2022-01-05 15:58:00	76.27
2022-01-05 15:59:00	76.22
2022-01-05 16:00:00	76.18
2022-01-05 16:01:00	76.22
2022-01-05 16:02:00	76.21
2022-01-05 16:03:00	
2022-01-05 16:04:00	76.17
2022-01-05 16:05:00	76.05
2022-01-05 16:06:00	76.14
2022-01-05 16:07:00	76.17
2022-01-05 16:08:00	76.14
2022-01-05 16:09:00	
2022-01-05 16:10:00	76.13
2022-01-05 16:11:00	76.13
2022-01-05 16:12:00	76.15
2022-01-05 16:13:00	76.11
2022-01-05 16:14:00	76.12
2022-01-05 16:15:00	
2022-01-05 16:16:00	76.14
2022-01-05 16:17:00	76.07
2022-01-05 16:18:00	76.09
2022-01-05 16:19:00	76.11
2022-01-05 16:20:00	76.14
2022-01-05 16:21:00	76.2
2022-01-05 16:22:00	76.19
2022-01-05 16:23:00	76.12
2022-01-05 16:24:00	76.13
2022-01-05 16:25:00	76.18
2022-01-05 16:26:00	76.14
2022-01-05 16:27:00	76.14
2022-01-05 16:28:00	
2022-01-05 16:29:00	76.1
2022-01-05 16:30:00	76.19
2022-01-05 16:31:00	76.18
2022-01-05 16:32:00	76.17
2022-01-05 16:33:00	76.16
2022-01-05 16:34:00	76.16
2022-01-05 16:35:00	76.11
2022-01-05 16:36:00	76.1
2022-01-05 16:37:00	76.1
2022-01-05 16:38:00	76.13
2022-01-05 16:39:00	76.09
2022-01-05 16:40:00	76.13
2022-01-05 16:41:00	76.11
2022-01-05 16:42:00	
2022-01-05 16:43:00	76.11
2022-01-05 16:44:00	76.05
2022-01-05 16:45:00	76.15
2022-01-05 16:46:00	76.12
2022-01-05 16:47:00	76.11
2022-01-05 16:48:00	76.14
2022-01-05 16:49:00	
2022-01-05 16:50:00	76.07
2022-01-05 16:51:00	76.13
2022-01-05 16:52:00	76.11
2022-01-05 16:53:00	76.11
2022-01-05 16:54:00	76.1
2022-01-05 16:55:00	76.08
2022-01-05 16:57:00	76.13
2022-01-05 16:58:00	76.13
2022-01-05 16:59:00	76.14
2022-01-05 17:00:00	76.16
2022-01-05 17:01:00	76.16
2022-01-05 17:02:00	76.18
2022-01-05 17:03:00	76.18
2022-01-05 17:04:00	76.2
2022-01-05 17:05:00	76.2
2022-01-05 17:06:00	76.19
2022-01-05 17:07:00	76.2
2022-01-05 17:08:00	76.18
2022-01-05 17:09:00	76.2
2022-01-05 17:10:00	76.17
2022-01-05 17:11:00	76.21
2022-01-05 17:12:00	76.2
2022-01-05 17:13:00	76.21
2022-01-05 17:14:00	76.25
2022-01-05 17:15:00	76.25
2022-01-05 17:16:00	76.25
2022-01-05 17:17:00	76.2
2022-01-05 17:18:00	76.2
2022-01-05 17:19:00	76.21
2022-01-05 17:20:00	76.2
2022-01-05 17:21:00	76.2
2022-01-05 17:22:00	76.17
2022-01-05 17:23:00	76.2
2022-01-05 17:24:00	76.19
2022-01-05 17:25:00	76.18
2022-01-05 17:26:00	76.17
2022-01-05 17:27:00	76.16
2022-01-05 17:28:00	76.18
2022-01-05 17:29:00	76.18
2022-01-05 17:30:00	76.18
2022-01-05 17:31:00	76.19
2022-01-05 17:32:00	76.18
2022-01-05 17:33:00	76.17
2022-01-05 17:34:00	76.17
2022-01-05 17:35:00	76.15
2022-01-05 17:36:00	76.11
2022-01-05 17:37:00	76.12
2022-01-05 17:38:00	76.1
2022-01-05 17:39:00	
2022-01-05 17:40:00	76.13
2022-01-05 17:41:00	76.12
2022-01-05 17:42:00	76.13
2022-01-05 17:43:00	76.15
2022-01-05 17:44:00	76.17
2022-01-05 17:45:00	76.16
2022-01-05 17:46:00	76.14
2022-01-05 17:47:00	76.08
2022-01-05 17:49:00	
2022-01-05 17:50:00	76.07
2022-01-05 17:51:00	
2022-01-05 17:52:00	76.09
2022-01-05 17:53:00	76.13
2022-01-05 17:54:00	76.14
2022-01-05 17:55:00	76.15
2022-01-05 17:56:00	76.17
2022-01-05 17:57:00	76.15
2022-01-05 17:58:00	76.14
2022-01-05 17:59:00	76.15
2022-01-05 18:01:00	76.18
2022-01-05 18:02:00	76.17
2022-01-05 18:03:00	
2022-01-05 18:04:00	76.16
2022-01-05 18:05:00	76.18
2022-01-05 18:06:00	76.2
2022-01-05 18:07:00	76.19
2022-01-05 18:08:00	76.19
2022-01-05 18:09:00	76.17
2022-01-05 18:10:00	76.17
2022-01-05 18:11:00	76.16
2022-01-05 18:12:00	76.14
2022-01-05 18:13:00	76.16
2022-01-05 18:14:00	76.16
2022-01-05 18:16:00	
2022-01-05 18:17:00	76.17
2022-01-05 18:18:00	76.16
2022-01-05 18:19:00	
2022-01-05 18:20:00	76.13
2022-01-05 18:21:00	76.15
2022-01-05 18:22:00	76.17
2022-01-05 18:23:00	76.17
2022-01-05 18:24:00	76.15
2022-01-05 18:25:00	76.14
2022-01-05 18:26:00	
2022-01-05 18:27:00	76.16
2022-01-05 18:28:00	76.18
2022-01-05 18:29:00	76.17
2022-01-05 18:30:00	76.2
2022-01-05 18:31:00	76.22
2022-01-05 18:32:00	76.21
2022-01-05 18:33:00	76.2
2022-01-05 18:34:00	76.19
2022-01-05 18:35:00	76.18
2022-01-05 18:36:00	76.21
2022-01-05 18:37:00	76.2
2022-01-05 18:38:00	76.19
2022-01-05 18:39:00	76.2
2022-01-05 18:41:00	76.17
2022-01-05 18:42:00	76.16
2022-01-05 18:43:00	76.12
2022-01-05 18:44:00	
2022-01-05 18:45:00	
2022-01-05 18:47:00	76.15
2022-01-05 18:48:00	
2022-01-05 18:49:00	76.15
2022-01-05 18:51:00	76.12
2022-01-05 18:52:00	76.14
2022-01-05 18:53:00	76.18
2022-01-05 18:54:00	76.17
2022-01-05 18:55:00	76.17
2022-01-05 18:56:00	
2022-01-05 18:57:00	76.17
2022-01-05 18:58:00	76.15
2022-01-05 18:59:00	76.14
2022-01-05 19:00:00	76.16
2022-01-05 19:01:00	76.14
2022-01-05 19:02:00	76.15
2022-01-05 19:03:00	
2022-01-05 19:04:00	76.15
2022-01-05 19:05:00	76.09
2022-01-05 19:06:00	76.15
2022-01-05 19:07:00	76.11
2022-01-05 19:08:00	76.08
2022-01-05 19:09:00	76.15
2022-01-05 19:10:00	76.08
2022-01-05 19:11:00	76.08
2022-01-05 19:12:00	76.09
2022-01-05 19:13:00	76.13
2022-01-05 19:14:00	76.09
2022-01-05 19:15:00	76.08
2022-01-05 19:16:00	76.04
2022-01-05 19:17:00	76.01
2022-01-05 19:18:00	75.98
2022-01-05 19:19:00	75.96
2022-01-05 19:20:00	75.88
2022-01-05 19:21:00	75.85
2022-01-05 19:22:00	75.85
2022-01-05 19:23:00	75.82
2022-01-05 19:24:00	75.77
2022-01-05 19:25:00	75.73
2022-01-05 19:26:00	75.78
2022-01-05 19:27:00	75.73
2022-01-05 19:28:00	75.76
2022-01-05 19:29:00	75.73
2022-01-05 19:30:00	75.71
2022-01-05 19:31:00	75.75
2022-01-05 19:32:00	75.67
2022-01-05 19:33:00	75.63
2022-01-05 19:34:00	75.67
2022-01-05 19:35:00	75.65
2022-01-05 19:36:00	75.64
2022-01-05 19:37:00	75.66
2022-01-05 19:38:00	75.63
2022-01-05 19:39:00	75.65
2022-01-05 19:40:00	75.64
2022-01-05 19:41:00	75.6
2022-01-05 19:42:00	75.61
2022-01-05 19:43:00	75.63
2022-01-05 19:44:00	75.6
2022-01-05 19:45:00	75.56
2022-01-05 19:46:00	75.56
2022-01-05 19:47:00	75.57
2022-01-05 19:48:00	75.57
2022-01-05 19:49:00	75.57
2022-01-05 19:50:00	75.58
2022-01-05 19:51:00	75.61
2022-01-05 19:52:00	75.62
2022-01-05 19:53:00	75.59
2022-01-05 19:54:00	75.59
2022-01-05 19:55:00	75.58
2022-01-05 19:56:00	
2022-01-05 19:57:00	75.57
2022-01-05 19:58:00	75.56
2022-01-05 19:59:00	75.6
2022-01-05 20:00:00	75.6
2022-01-05 20:01:00	75.55
2022-01-05 20:02:00	75.48
2022-01-05 20:03:00	75.52
2022-01-05 20:04:00	75.48
2022-01-05 20:05:00	75.46
2022-01-05 20:06:00	75.44
2022-01-05 20:07:00	75.42
2022-01-05 20:08:00	75.41
2022-01-05 20:09:00	75.32
2022-01-05 20:10:00	75.34
2022-01-05 20:11:00	75.35
2022-01-05 20:12:00	75.31
2022-01-05 20:13:00	75.33
2022-01-05 20:14:00	75.37
2022-01-05 20:15:00	75.34
2022-01-05 20:16:00	75.32
2022-01-05 20:17:00	75.32
2022-01-05 20:18:00	75.29
2022-01-05 20:19:00	75.26
2022-01-05 20:20:00	75.24
2022-01-05 20:21:00	75.24
2022-01-05 20:22:00	75.26
2022-01-05 20:23:00	75.27
2022-01-05 20:24:00	75.23
2022-01-05 20:25:00	75.23
2022-01-05 20:26:00	75.26
2022-01-05 20:27:00	75.29
2022-01-05 20:28:00	75.32
2022-01-05 20:29:00	75.31
2022-01-05 20:30:00	75.29
2022-01-05 20:31:00	75.23
2022-01-05 20:32:00	75.24
2022-01-05 20:33:00	75.23
2022-01-05 20:34:00	75.22
2022-01-05 20:35:00	75.25
2022-01-05 20:36:00	75.23
2022-01-05 20:37:00	75.27
2022-01-05 20:39:00	75.22
2022-01-05 20:40:00	75.22
2022-01-05 20:41:00	75.21
2022-01-05 20:42:00	75.19
2022-01-05 20:43:00	75.15
2022-01-05 20:44:00	75.19
2022-01-05 20:45:00	75.15
2022-01-05 20:46:00	75.14
2022-01-05 20:47:00	
2022-01-05 20:48:00	75.1
2022-01-05 20:49:00	75.07
2022-01-05 20:50:00	75.07
2022-01-05 20:51:00	75.06
2022-01-05 20:53:00	75.07
2022-01-05 20:54:00	75.06
2022-01-05 20:55:00	75.07
2022-01-05 20:56:00	75.07
2022-01-05 20:57:00	75.04
2022-01-05 20:58:00	75.03
2022-01-05 20:59:00	75.04
2022-01-05 21:00:00	75.01
2022-01-05 21:02:00	75.05
2022-01-05 21:04:00	75.04
2022-01-05 21:05:00	75.03
2022-01-05 21:06:00	75.03
2022-01-05 21:07:00	75.04
2022-01-05 21:08:00	75.04
2022-01-05 21:09:00	75.06
2022-01-05 21:10:00	75.09
2022-01-05 21:11:00	75.07
2022-01-05 21:12:00	75.07
2022-01-05 21:13:00	75.07
2022-01-05 21:14:00	75.07
2022-01-05 21:15:00	75.07
2022-01-05 21:17:00	
2022-01-05 21:18:00	75.08
2022-01-05 21:19:00	75.08
2022-01-05 21:22:00	
2022-01-05 21:23:00	75.07
2022-01-05 21:24:00	75.07
2022-01-05 21:25:00	
2022-01-05 21:26:00	75.07
2022-01-05 21:27:00	75.1
2022-01-05 21:28:00	
2022-01-05 21:29:00	75.07
2022-01-05 21:30:00	75.04
2022-01-05 21:31:00	75.03
2022-01-05 21:32:00	75.05
2022-01-05 21:33:00	75.06
2022-01-05 21:36:00	
2022-01-05 21:38:00	75.06
2022-01-05 21:39:00	75.06
2022-01-05 21:40:00	75.07
2022-01-05 21:41:00	75.05
2022-01-05 21:42:00	75.06
2022-01-05 21:44:00	75.06
2022-01-05 21:45:00	75.06
2022-01-05 21:46:00	
2022-01-05 21:47:00	75.07
2022-01-05 21:48:00	
2022-01-05 21:49:00	75.08
2022-01-05 21:50:00	75.07
2022-01-05 21:51:00	75.09
2022-01-05 21:52:00	75.11
2022-01-05 21:53:00	
2022-01-05 21:56:00	75.09
2022-01-05 21:57:00	75.07
2022-01-05 21:58:00	75.09
2022-01-05 21:59:00	75.08
2022-01-05 22:00:00	75.04
2022-01-05 22:52:00	
2022-01-06 01:01:00	75.19
2022-01-06 01:02:00	75.2
2022-01-06 01:03:00	
2022-01-06 01:04:00	75.24
2022-01-06 01:05:00	
2022-01-06 01:09:00	
2022-01-06 01:11:00	75.06
2022-01-06 01:12:00	
2022-01-06 01:13:00	
2022-01-06 01:17:00	75.02
2022-01-06 01:18:00	75.04
2022-01-06 01:19:00	75.03
2022-01-06 01:20:00	75.03
2022-01-06 01:21:00	74.97
2022-01-06 01:22:00	74.95
2022-01-06 01:24:00	
2022-01-06 01:25:00	74.96
2022-01-06 01:27:00	74.91
2022-01-06 01:28:00	74.9
2022-01-06 01:29:00	
2022-01-06 01:30:00	74.96
2022-01-06 01:32:00	
2022-01-06 01:34:00	
2022-01-06 01:36:00	75.0
2022-01-06 01:37:00	75.01
2022-01-06 01:38:00	74.92
2022-01-06 01:39:00	
2022-01-06 01:40:00	74.92
2022-01-06 01:41:00	
2022-01-06 01:42:00	74.88
2022-01-06 01:43:00	74.86
2022-01-06 01:44:00	74.88
2022-01-06 01:45:00	
2022-01-06 01:46:00	74.86
2022-01-06 01:47:00	74.84
2022-01-06 01:49:00	74.77
2022-01-06 01:51:00	74.83
2022-01-06 01:52:00	74.86
2022-01-06 01:55:00	74.8
2022-01-06 01:56:00	74.78
2022-01-06 01:57:00	74.79
2022-01-06 01:59:00	
2022-01-06 02:00:00	74.74
2022-01-06 02:01:00	74.75
2022-01-06 02:02:00	
2022-01-06 02:03:00	74.75
2022-01-06 02:07:00	
2022-01-06 02:08:00	74.7
2022-01-06 02:09:00	74.71
2022-01-06 02:12:00	74.78
2022-01-06 02:13:00	74.9
2022-01-06 02:14:00	74.86
2022-01-06 02:15:00	74.88
2022-01-06 02:16:00	74.84
2022-01-06 02:17:00	74.82
2022-01-06 02:18:00	74.79
2022-01-06 02:19:00	
2022-01-06 02:22:00	74.82
2022-01-06 02:23:00	
2022-01-06 02:24:00	74.79
2022-01-06 02:25:00	74.76
2022-01-06 02:26:00	74.75
2022-01-06 02:29:00	74.75
2022-01-06 02:32:00	74.89
2022-01-06 02:33:00	
2022-01-06 02:35:00	74.9
2022-01-06 02:39:00	74.89
2022-01-06 02:41:00	
2022-01-06 02:42:00	74.81
2022-01-06 02:44:00	
2022-01-06 02:45:00	74.81
2022-01-06 02:47:00	
2022-01-06 02:51:00	74.83
2022-01-06 02:53:00	74.78
2022-01-06 02:54:00	
2022-01-06 02:55:00	
2022-01-06 03:00:00	74.86
2022-01-06 03:02:00	
2022-01-06 03:03:00	
2022-01-06 03:04:00	
2022-01-06 03:07:00	74.89
2022-01-06 03:10:00	74.8
2022-01-06 03:13:00	74.78
2022-01-06 03:14:00	
2022-01-06 03:16:00	74.86
2022-01-06 03:17:00	
2022-01-06 03:18:00	74.83
2022-01-06 03:19:00	
2022-01-06 03:20:00	
2022-01-06 03:21:00	74.82
2022-01-06 03:23:00	
2022-01-06 03:24:00	
2022-01-06 03:25:00	
2022-01-06 03:28:00	74.76
2022-01-06 03:29:00	74.8
2022-01-06 03:30:00	74.77
2022-01-06 03:31:00	
2022-01-06 03:34:00	74.79
2022-01-06 03:37:00	74.84
2022-01-06 03:42:00	
2022-01-06 03:43:00	
2022-01-06 03:46:00	74.76
2022-01-06 03:47:00	74.75
2022-01-06 03:48:00	74.72
2022-01-06 03:49:00	
2022-01-06 03:50:00	74.71
2022-01-06 03:51:00	74.7
2022-01-06 03:53:00	74.62
2022-01-06 03:54:00	
2022-01-06 03:55:00	
2022-01-06 03:57:00	
